date,bdi,bci,bpi,bsi,bunker_fuel,coal_index,indo_coal_index,dxy,seaborne_volume,mti_india,spot_freight_rate
2024-11-04,1999,2745,1876,1573,598.12,138.36,57.79,104.09,632368,0.257,20778
2024-11-05,1994,2757,1912,1580,587.01,139.13,57.98,103.6,649984,0.259,20566
2024-11-06,1988,2736,1832,1563,576.31,140.1,59.28,103.57,637686,0.25,20455
2024-11-07,2015,2812,1894,1577,574.34,139.29,58.27,102.98,651698,0.255,20660
2024-11-08,2035,2851,1881,1569,579.58,138.9,58.36,103.08,620635,0.245,20696
2024-11-09,2054,2799,1940,1587,572.75,137.79,58.25,102.85,647605,0.252,20951
2024-11-10,2085,2818,1982,1649,559.56,136.25,57.03,102.91,622063,0.237,20984
2024-11-11,2084,2793,1948,1639,562.76,136.46,57.3,103.26,641151,0.245,20879
2024-11-12,2099,2919,1908,1636,564.42,134.77,56.6,103.03,607123,0.233,21125
2024-11-13,2089,2833,1969,1622,560.05,134.13,56.61,103.31,632075,0.241,21064
2024-11-14,2095,2794,1980,1598,556.25,132.8,56.01,103.21,598349,0.226,21015
2024-11-15,2090,2901,1974,1611,552.6,133.34,55.91,103.66,623710,0.234,20783
2024-11-16,2090,2996,1995,1665,553.9,135.37,56.88,103.58,633948,0.239,21141
2024-11-17,2103,2901,1950,1617,551.86,133.65,55.99,103.37,619182,0.232,21057
2024-11-18,2080,2908,1972,1626,554.91,131.29,54.55,103.55,610920,0.231,20886
2024-11-19,2130,2943,2032,1679,542.84,131.04,55.14,103.45,639077,0.236,21282
2024-11-20,2102,2896,1931,1617,540.01,130.96,55.76,103.24,624569,0.229,20794
2024-11-21,2069,2896,1953,1617,536.03,131.13,54.72,103.14,618541,0.225,20547
2024-11-22,2095,2879,1957,1651,536.05,130.49,54.5,103.14,626304,0.228,20725
2024-11-23,2113,2927,1984,1648,534.82,130.15,54.32,103.49,665045,0.242,20874
2024-11-24,2125,2947,2006,1709,539.63,130.5,55.1,103.01,642645,0.236,21214
2024-11-25,2138,2920,1997,1637,532.4,131.65,55.47,103.03,642656,0.233,21336
2024-11-26,2134,2989,1989,1683,533.89,129.19,54.2,103.2,631654,0.229,21208
2024-11-27,2108,2901,1982,1641,537.67,128.67,53.67,103.26,627550,0.229,21027
2024-11-28,2106,2873,1953,1657,547.23,128.85,54.15,103.6,589071,0.219,20925
2024-11-29,2086,2903,1934,1635,546.08,127.67,53.0,103.59,614815,0.228,20620
2024-11-30,2107,2868,1998,1630,548.59,129.69,54.53,103.54,617807,0.23,21242
2024-12-01,2100,2899,1945,1642,541.49,128.83,54.46,103.7,596936,0.22,21098
2024-12-02,2076,2864,1968,1586,531.89,128.71,53.56,103.72,607771,0.22,20669
2024-12-03,2064,2898,1952,1621,537.06,129.29,53.69,103.63,595519,0.217,20388
2024-12-04,2071,2880,1904,1621,538.31,128.5,54.6,103.76,624785,0.229,20428
2024-12-05,2054,2833,1914,1613,544.87,126.2,52.76,103.6,637798,0.236,20385
2024-12-06,2030,2838,1938,1602,539.83,125.64,53.23,103.45,642302,0.236,20007
2024-12-07,2033,2868,1886,1592,543.42,126.84,53.21,103.32,632134,0.234,20266
2024-12-08,2036,2835,1902,1591,553.02,126.39,53.02,103.67,611701,0.23,20612
2024-12-09,2020,2788,1910,1560,555.92,125.32,52.81,102.87,597439,0.226,20265
2024-12-10,2005,2707,1904,1551,558.13,126.4,52.73,102.99,600362,0.228,20209
2024-12-11,2007,2722,1881,1587,559.1,125.95,52.95,103.01,608003,0.231,20390
2024-12-12,1968,2702,1835,1561,552.95,125.3,52.47,102.61,614055,0.231,19704
2024-12-13,1930,2636,1850,1501,560.11,125.44,52.16,102.71,625370,0.238,19749
2024-12-14,1909,2627,1838,1490,558.29,126.33,53.19,102.85,612959,0.233,19497
2024-12-15,1902,2627,1812,1467,561.53,129.14,54.13,103.02,633688,0.242,19251
2024-12-16,1907,2656,1795,1509,555.42,130.04,54.55,102.37,625579,0.236,19144
2024-12-17,1942,2677,1805,1527,551.17,131.33,54.67,102.74,629707,0.236,19579
2024-12-18,1960,2727,1822,1564,558.78,130.6,55.49,102.58,647166,0.246,19782
2024-12-19,1953,2698,1849,1508,558.23,129.25,54.64,102.77,612898,0.233,19548
2024-12-20,1949,2601,1843,1514,565.81,129.23,54.66,102.98,637448,0.245,19957
2024-12-21,1921,2608,1840,1502,566.35,129.27,54.17,102.78,631551,0.243,19667
2024-12-22,1917,2639,1818,1507,558.96,127.88,53.02,102.96,627376,0.238,19383
2024-12-23,1907,2577,1755,1483,564.03,127.6,54.37,102.88,646302,0.248,19223
2024-12-24,1912,2665,1823,1475,562.35,128.01,53.74,102.38,646879,0.247,19249
2024-12-25,1888,2674,1750,1488,566.51,128.37,53.61,102.7,620192,0.239,19195
2024-12-26,1898,2674,1774,1493,567.57,128.89,54.3,102.53,632378,0.244,19257
2024-12-27,1933,2658,1823,1491,561.56,129.15,54.71,102.34,640074,0.244,19541
2024-12-28,1926,2725,1861,1527,563.37,128.46,53.94,102.27,632532,0.242,19656
2024-12-29,1933,2674,1894,1529,574.31,127.76,54.17,102.37,646198,0.252,19874
2024-12-30,1946,2670,1844,1520,577.37,126.25,53.46,102.38,642461,0.252,20123
2024-12-31,1932,2638,1811,1508,577.9,128.35,53.48,102.55,666576,0.262,19749
2025-01-01,1932,2652,1829,1517,583.54,128.29,53.61,102.24,616348,0.245,19829
2025-01-02,1926,2641,1833,1487,585.18,127.95,54.12,102.08,638340,0.254,19971
2025-01-03,1923,2662,1800,1501,586.8,126.76,52.15,102.09,627447,0.25,19908
2025-01-04,1899,2627,1829,1442,582.55,130.23,54.64,102.6,651057,0.258,19771
2025-01-05,1894,2614,1786,1493,584.35,128.85,53.54,102.59,618682,0.246,19566
2025-01-06,1902,2644,1800,1455,589.75,128.25,53.67,102.89,649102,0.26,19945
2025-01-07,1933,2721,1833,1535,586.62,128.68,53.93,102.92,635446,0.253,20023
2025-01-08,1951,2736,1845,1516,593.75,129.32,54.17,102.81,634896,0.256,20377
2025-01-09,1999,2692,1900,1556,593.92,130.39,54.54,102.77,625245,0.253,20673
2025-01-10,1974,2609,1840,1528,590.52,132.46,55.19,102.75,641021,0.257,20433
2025-01-11,1990,2788,1856,1547,595.69,132.94,56.75,102.92,665342,0.27,20822
2025-01-12,1988,2682,1841,1576,594.98,131.54,55.99,103.28,649794,0.263,20850
2025-01-13,2036,2800,1925,1544,599.01,131.12,54.6,103.38,660705,0.269,21303
2025-01-14,2009,2720,1908,1590,598.25,131.38,55.81,103.69,677398,0.276,20959
2025-01-15,1982,2654,1874,1552,598.55,133.75,56.02,103.45,657544,0.268,20833
2025-01-16,1961,2730,1885,1508,601.36,131.94,55.46,103.35,646384,0.264,20219
2025-01-17,1902,2659,1788,1464,603.21,133.27,55.95,103.18,662972,0.272,19793
2025-01-18,1884,2574,1788,1500,594.74,133.35,55.74,103.27,649016,0.262,19711
2025-01-19,1861,2452,1722,1435,590.39,134.22,56.77,103.19,650849,0.261,19338
2025-01-20,1861,2543,1739,1431,595.37,133.96,56.31,103.39,636870,0.258,19460
2025-01-21,1865,2592,1771,1475,595.49,132.81,55.59,103.16,674834,0.273,19507
2025-01-22,1908,2567,1815,1494,593.86,133.59,55.59,103.19,656438,0.265,19933
2025-01-23,1927,2668,1804,1486,588.51,134.25,56.03,103.37,666266,0.267,19892
2025-01-24,1908,2632,1792,1492,584.54,135.28,56.16,102.86,649317,0.258,19776
2025-01-25,1881,2622,1730,1449,576.43,135.11,56.75,103.41,672735,0.264,19478
2025-01-26,1889,2613,1767,1493,577.13,134.25,55.91,103.35,656121,0.257,19565
2025-01-27,1852,2512,1763,1464,575.59,132.25,55.44,102.85,666795,0.261,19291
2025-01-28,1894,2668,1795,1487,572.44,133.13,56.46,102.91,683473,0.266,19474
2025-01-29,1920,2642,1817,1504,573.41,133.53,56.56,102.94,683568,0.267,19744
2025-01-30,1904,2626,1791,1516,576.31,132.26,55.53,102.93,672790,0.264,19396
2025-01-31,1857,2520,1745,1448,586.96,131.52,55.2,103.2,648027,0.259,19174
2025-02-01,1887,2584,1757,1451,581.18,130.88,55.72,103.4,720883,0.285,19549
2025-02-02,1880,2555,1785,1475,587.54,129.03,54.4,103.48,703633,0.281,19701
2025-02-03,1908,2625,1804,1525,592.96,128.01,53.63,103.6,689753,0.278,19831
2025-02-04,1864,2649,1764,1435,590.39,126.63,52.61,103.58,669094,0.269,19494
2025-02-05,1845,2485,1722,1433,592.31,126.13,53.13,104.02,680179,0.274,19265
2025-02-06,1843,2470,1678,1445,591.23,125.26,52.94,103.65,675234,0.271,19189
2025-02-07,1841,2607,1758,1435,593.08,123.33,51.55,103.69,703857,0.284,19305
2025-02-08,1827,2512,1705,1407,600.85,125.82,52.96,103.71,690360,0.282,19186
2025-02-09,1840,2509,1708,1455,604.42,127.35,53.34,103.91,676194,0.278,19341
2025-02-10,1811,2545,1719,1454,607.49,126.41,53.02,103.7,682438,0.282,18958
2025-02-11,1805,2464,1687,1411,606.29,126.76,52.24,103.27,707869,0.292,19104
2025-02-12,1806,2574,1724,1392,600.38,127.28,53.37,103.31,716614,0.293,19010
2025-02-13,1817,2538,1723,1389,600.34,128.72,54.45,103.39,717106,0.293,19113
2025-02-14,1833,2507,1740,1434,606.69,127.73,53.39,103.78,707113,0.292,19461
2025-02-15,1802,2584,1660,1426,600.61,129.05,54.22,103.46,693552,0.283,19070
2025-02-16,1762,2405,1687,1383,596.79,128.38,53.62,103.75,650309,0.264,18490
2025-02-17,1793,2508,1692,1399,598.37,126.79,53.39,104.35,704986,0.287,19008
2025-02-18,1800,2497,1683,1393,594.94,127.69,53.54,104.24,702103,0.284,18966
2025-02-19,1780,2515,1677,1369,592.45,129.26,53.91,103.91,705838,0.284,18629
2025-02-20,1817,2578,1664,1433,591.68,132.36,56.12,103.81,706159,0.284,18969
2025-02-21,1819,2511,1720,1435,586.69,130.88,55.34,103.81,687073,0.274,18964
2025-02-22,1847,2515,1710,1413,583.58,131.7,55.07,103.95,716949,0.285,19277
2025-02-23,1846,2569,1702,1469,588.09,131.18,55.29,103.8,719695,0.288,19447
2025-02-24,1896,2586,1744,1489,583.47,132.1,55.7,104.19,722074,0.286,19841
2025-02-25,1938,2764,1849,1536,577.65,130.31,54.99,103.9,727667,0.286,19962
2025-02-26,1928,2667,1797,1480,576.3,128.79,53.42,103.46,724160,0.284,19897
2025-02-27,1950,2674,1871,1496,581.13,127.89,54.12,103.75,710582,0.281,20253
2025-02-28,1963,2717,1832,1528,581.68,128.03,53.54,103.18,717303,0.284,20450
2025-03-01,1994,2691,1831,1564,581.03,127.3,53.32,103.14,721367,0.285,20735
2025-03-02,1966,2669,1820,1566,582.69,128.15,54.88,103.93,723250,0.287,20373
2025-03-03,1980,2787,1892,1557,576.28,129.43,54.48,103.93,738241,0.289,20290
2025-03-04,2003,2735,1879,1558,580.08,130.18,54.52,103.65,734556,0.29,20605
2025-03-05,1956,2652,1825,1507,583.31,132.15,54.62,103.63,757692,0.301,20382
2025-03-06,1923,2679,1812,1522,582.92,132.64,56.27,103.63,761258,0.302,20071
2025-03-07,1870,2634,1771,1442,588.92,131.17,54.56,103.67,730983,0.293,19416
2025-03-08,1862,2602,1778,1482,585.2,132.83,55.39,103.84,673862,0.268,19315
2025-03-09,1879,2638,1803,1461,591.71,132.1,55.35,103.58,751585,0.302,19787
2025-03-10,1915,2609,1791,1523,593.73,133.2,56.51,104.0,726544,0.293,19918
2025-03-11,1916,2579,1767,1506,593.5,135.08,57.04,104.06,724240,0.292,20183
2025-03-12,1955,2765,1827,1522,594.7,135.6,56.89,104.24,731893,0.296,20423
2025-03-13,1918,2632,1809,1487,595.5,133.77,56.31,104.07,732772,0.297,20273
2025-03-14,1874,2574,1737,1455,602.26,132.67,55.48,104.39,750252,0.307,19758
2025-03-15,1872,2642,1735,1467,598.56,134.27,56.45,104.31,719267,0.293,19566
2025-03-16,1880,2620,1776,1468,596.35,134.07,56.34,104.37,728077,0.295,19701
2025-03-17,1879,2613,1765,1455,602.29,134.16,56.74,104.13,750966,0.308,19866
2025-03-18,1826,2618,1718,1422,600.77,135.08,57.12,103.87,756732,0.309,19299
2025-03-19,1824,2489,1696,1424,606.02,135.9,57.28,104.04,758571,0.313,19388
2025-03-20,1792,2515,1679,1360,614.76,136.22,57.07,103.92,738695,0.309,19236
2025-03-21,1810,2500,1678,1420,613.88,135.95,57.4,103.71,737370,0.308,19333
2025-03-22,1820,2523,1733,1402,617.9,135.57,56.9,103.55,745978,0.313,19518
2025-03-23,1797,2548,1715,1381,613.59,136.59,56.94,103.73,758699,0.317,19055
2025-03-24,1785,2486,1632,1362,617.95,137.24,57.48,103.57,778896,0.327,19293
2025-03-25,1760,2453,1631,1340,619.74,136.91,57.54,103.55,727405,0.307,18924
2025-03-26,1760,2477,1617,1348,622.72,138.2,58.41,103.56,756297,0.32,19227
2025-03-27,1786,2448,1662,1380,620.62,138.02,57.89,103.08,741097,0.313,19115
2025-03-28,1762,2394,1655,1410,613.99,136.97,57.04,102.73,737771,0.308,18672
2025-03-29,1777,2405,1634,1377,617.24,136.05,57.17,102.84,778514,0.327,19232
2025-03-30,1765,2348,1637,1380,608.88,134.89,56.7,102.67,773621,0.32,18943
2025-03-31,1748,2504,1618,1370,608.54,134.6,56.61,102.96,773621,0.32,18601
2025-04-01,1747,2362,1648,1365,613.88,136.12,57.54,103.22,782109,0.326,18634
2025-04-02,1724,2369,1622,1343,615.74,135.17,57.18,103.41,762498,0.319,18766
2025-04-03,1713,2352,1592,1315,625.48,135.43,56.64,103.87,764590,0.325,18801
2025-04-04,1686,2341,1589,1341,630.86,134.68,56.32,103.85,805236,0.345,18228
2025-04-05,1739,2436,1621,1389,628.59,134.42,56.04,104.01,770106,0.329,18891
2025-04-06,1743,2444,1631,1329,629.43,132.67,56.0,103.86,786170,0.336,19224
2025-04-07,1728,2359,1666,1330,629.92,132.49,56.23,104.47,776561,0.333,18817
2025-04-08,1737,2389,1666,1350,623.49,132.35,55.46,104.95,750048,0.318,18748
2025-04-09,1737,2410,1600,1338,620.08,133.1,55.8,104.93,748391,0.316,18721
2025-04-10,1735,2383,1651,1362,618.46,133.45,56.64,105.01,771647,0.325,18615
2025-04-11,1753,2492,1668,1355,610.22,132.1,55.68,105.32,797426,0.331,18644
2025-04-12,1775,2472,1640,1424,611.53,133.51,56.25,105.26,794644,0.33,19205
2025-04-13,1765,2469,1680,1398,611.47,133.86,55.74,105.06,797748,0.332,18763
2025-04-14,1754,2450,1687,1372,605.02,134.18,56.63,105.26,770429,0.317,18750
2025-04-15,1750,2468,1617,1384,608.04,134.26,56.02,105.25,810651,0.335,18911
2025-04-16,1696,2349,1571,1343,612.4,133.73,55.71,105.26,773098,0.322,18100
2025-04-17,1662,2236,1588,1287,614.47,134.09,56.18,105.02,791902,0.331,17900
2025-04-18,1702,2366,1606,1313,614.02,134.76,56.36,104.57,789673,0.33,18530
2025-04-19,1747,2382,1656,1364,617.7,132.75,55.67,104.61,788318,0.331,18951
2025-04-20,1745,2384,1648,1376,621.71,132.23,54.96,104.82,812081,0.343,18895
2025-04-21,1763,2459,1667,1378,623.95,132.05,55.85,104.75,782481,0.332,19276
2025-04-22,1774,2504,1635,1356,621.06,132.5,56.1,105.09,773848,0.327,19328
2025-04-23,1855,2561,1770,1432,623.18,134.07,55.53,104.89,795403,0.337,20081
2025-04-24,1885,2615,1801,1469,629.39,133.25,56.36,104.6,790096,0.338,20328
2025-04-25,1884,2677,1765,1468,627.41,132.78,55.44,104.57,847721,0.362,20452
2025-04-26,1862,2581,1749,1488,637.59,132.31,55.91,104.53,808152,0.35,20407
2025-04-27,1825,2635,1677,1398,635.76,131.49,55.2,104.71,792786,0.343,19924
2025-04-28,1833,2555,1736,1439,636.47,131.24,55.13,104.5,783982,0.339,20132
2025-04-29,1817,2428,1722,1444,634.0,132.33,55.5,104.83,772493,0.333,19620
2025-04-30,1785,2497,1676,1433,635.6,131.22,55.6,105.3,786170,0.34,19359
2025-05-01,1772,2463,1694,1375,628.33,131.91,54.9,105.26,804098,0.344,19358
2025-05-02,1749,2472,1636,1373,626.58,130.03,54.86,105.54,824586,0.351,19058
2025-05-03,1796,2509,1702,1411,622.4,129.55,54.85,105.24,820779,0.347,19428
2025-05-04,1822,2508,1687,1425,623.83,129.36,54.62,105.48,808142,0.343,19548
2025-05-05,1825,2464,1715,1422,629.09,131.58,56.19,105.71,800586,0.342,19862
2025-05-06,1866,2565,1750,1463,632.67,131.43,54.99,105.89,810167,0.349,20331
2025-05-07,1871,2543,1764,1414,622.59,128.97,54.55,105.84,799032,0.338,20280
2025-05-08,1852,2530,1732,1457,632.58,126.8,53.21,105.06,833238,0.358,20249
2025-05-09,1893,2639,1777,1479,634.5,127.1,53.87,104.88,805250,0.347,20610
2025-05-10,1910,2710,1816,1486,631.55,128.09,53.79,104.7,807391,0.347,20886
2025-05-11,1886,2621,1762,1508,632.86,128.78,53.93,104.44,776022,0.334,20318
2025-05-12,1884,2547,1731,1458,634.23,129.22,54.79,104.45,806874,0.348,20601
2025-05-13,1865,2594,1797,1448,631.76,130.84,54.76,104.34,822872,0.354,20142
2025-05-14,1834,2585,1759,1466,633.23,130.4,54.2,104.12,794802,0.342,19901
2025-05-15,1861,2541,1717,1437,631.05,131.69,55.1,103.85,800023,0.343,20096
2025-05-16,1912,2633,1815,1482,629.81,129.93,54.82,103.67,823614,0.353,20866
2025-05-17,1880,2595,1754,1464,627.32,129.07,54.76,103.95,789985,0.337,20343
2025-05-18,1897,2583,1790,1495,621.52,127.14,53.44,103.78,828387,0.35,20497
2025-05-19,1884,2629,1778,1473,622.93,127.08,53.9,103.65,804895,0.341,20214
2025-05-20,1875,2582,1756,1439,626.28,127.3,52.92,103.54,807378,0.344,20280
2025-05-21,1863,2590,1732,1444,629.24,127.71,53.46,103.63,796651,0.341,20138
2025-05-22,1845,2506,1717,1428,633.51,128.05,53.66,103.75,819454,0.353,20207
2025-05-23,1850,2533,1716,1442,635.45,127.2,53.38,102.99,850928,0.368,20183
2025-05-24,1833,2562,1702,1437,633.49,127.25,53.48,103.26,825972,0.356,20215
2025-05-25,1844,2527,1731,1446,637.74,125.73,53.08,103.63,801476,0.348,19982
2025-05-26,1846,2625,1718,1408,632.01,127.67,53.44,103.37,831638,0.357,20073
2025-05-27,1844,2527,1750,1457,628.44,127.58,53.64,103.14,809989,0.346,20254
2025-05-28,1825,2529,1753,1428,624.64,127.27,53.43,103.04,835463,0.355,19802
2025-05-29,1815,2546,1691,1440,630.11,129.46,54.0,102.87,827025,0.354,19664
2025-05-30,1838,2472,1734,1442,634.85,128.22,53.81,102.94,770829,0.333,20049
2025-05-31,1854,2480,1756,1466,637.43,127.14,53.34,102.47,799937,0.347,20222
2025-06-01,1833,2461,1735,1438,642.59,126.11,52.9,102.22,829159,0.362,20109
2025-06-02,1840,2596,1731,1459,638.85,126.33,53.07,102.63,817235,0.355,20059
2025-06-03,1862,2545,1769,1462,640.7,127.15,53.43,102.43,799542,0.348,20740
2025-06-04,1824,2632,1727,1421,640.37,128.33,53.73,102.76,805305,0.351,20008
2025-06-05,1842,2516,1700,1477,644.42,131.69,55.82,102.87,786098,0.344,20004
2025-06-06,1829,2532,1741,1442,644.04,129.22,53.8,102.44,813220,0.356,20334
2025-06-07,1847,2618,1758,1451,642.45,130.21,54.4,102.63,847532,0.37,20445
2025-06-08,1831,2617,1702,1405,645.04,129.79,55.62,102.62,826245,0.362,20127
2025-06-09,1790,2562,1683,1373,649.08,129.34,53.91,102.53,846797,0.374,19805
2025-06-10,1753,2474,1665,1373,646.08,128.86,53.58,102.62,826920,0.363,19550
2025-06-11,1759,2474,1648,1375,645.87,128.04,54.07,102.76,828811,0.364,19499
2025-06-12,1770,2469,1691,1370,641.15,130.34,53.91,102.96,842698,0.367,19356
2025-06-13,1752,2453,1706,1369,630.05,131.6,55.18,103.27,818405,0.351,19402
2025-06-14,1772,2421,1646,1411,631.29,131.86,56.24,103.38,809570,0.348,19342
2025-06-15,1735,2357,1596,1366,634.34,133.7,55.54,103.04,827474,0.357,19285
2025-06-16,1738,2398,1641,1335,635.76,132.09,54.68,102.94,833369,0.36,19321
2025-06-17,1712,2355,1627,1333,627.18,130.72,54.3,103.69,803913,0.343,18604
2025-06-18,1701,2327,1593,1312,625.96,128.35,54.26,103.88,799813,0.34,18705
2025-06-19,1707,2387,1641,1324,616.35,127.79,54.12,104.47,812216,0.34,18434
2025-06-20,1690,2375,1555,1311,623.06,128.27,53.67,104.8,822076,0.348,18248
2025-06-21,1685,2330,1602,1306,618.58,128.67,54.32,104.84,821019,0.345,18301
2025-06-22,1715,2434,1597,1315,624.71,129.13,54.79,104.9,787102,0.334,18730
2025-06-23,1705,2302,1646,1328,629.32,127.7,54.35,104.87,836530,0.358,18694
2025-06-24,1731,2379,1677,1340,625.51,128.95,54.06,104.41,797604,0.339,18828
2025-06-25,1706,2322,1585,1278,620.72,129.51,53.47,104.4,802585,0.339,18698
2025-06-26,1724,2295,1606,1381,622.68,130.65,54.55,104.69,792335,0.335,18754
2025-06-27,1763,2430,1679,1395,619.22,128.63,53.85,104.53,845638,0.356,19077
2025-06-28,1705,2347,1593,1323,620.08,129.27,54.19,104.62,808058,0.341,18631
2025-06-29,1689,2399,1586,1318,618.27,128.11,53.73,104.81,790900,0.333,18354
2025-06-30,1707,2384,1605,1311,610.65,127.92,54.17,104.56,815837,0.339,18132
2025-07-01,1706,2308,1556,1361,601.14,128.84,54.62,104.44,813604,0.333,18318
2025-07-02,1719,2455,1615,1375,602.87,129.22,54.2,104.17,798416,0.327,18438
2025-07-03,1707,2411,1587,1334,601.0,128.46,54.39,103.96,812982,0.332,18274
2025-07-04,1713,2389,1597,1354,599.2,128.74,54.21,103.63,787110,0.321,18361
2025-07-05,1712,2352,1645,1338,603.04,127.17,53.44,103.41,791189,0.324,18231
2025-07-06,1744,2364,1608,1336,608.93,128.84,54.48,103.77,767500,0.318,18724
2025-07-07,1753,2403,1668,1360,608.19,128.86,54.15,103.54,776841,0.321,18587
2025-07-08,1764,2483,1651,1378,607.15,130.47,55.62,103.58,822839,0.34,18998
2025-07-09,1756,2508,1643,1361,609.9,130.07,54.06,103.46,819348,0.34,19140
2025-07-10,1746,2478,1661,1358,604.22,129.69,54.26,103.76,794693,0.327,18554
2025-07-11,1737,2375,1641,1353,605.75,129.02,54.14,104.09,817609,0.337,18562
2025-07-12,1749,2363,1658,1363,608.72,130.33,54.91,104.3,789200,0.327,18684
2025-07-13,1741,2408,1660,1359,612.19,129.71,54.99,104.37,786866,0.328,18753
2025-07-14,1750,2335,1637,1346,603.81,130.73,54.9,104.3,790259,0.324,18571
2025-07-15,1804,2504,1680,1394,600.86,130.5,54.24,103.99,786411,0.321,19226
2025-07-16,1827,2514,1690,1402,597.44,128.36,54.25,104.47,783911,0.318,19443
2025-07-17,1819,2489,1689,1437,598.47,127.94,54.04,104.27,803124,0.327,19384
2025-07-18,1850,2481,1813,1405,601.19,126.79,52.47,104.42,787039,0.322,19426
2025-07-19,1840,2562,1761,1456,608.41,127.11,53.38,104.68,794270,0.329,19787
2025-07-20,1789,2445,1648,1421,606.5,125.96,52.27,104.52,797830,0.329,19256
2025-07-21,1765,2383,1626,1371,604.61,127.36,53.23,104.77,786940,0.324,18958
2025-07-22,1720,2244,1629,1295,610.16,127.52,53.2,104.94,765303,0.318,18505
2025-07-23,1713,2363,1624,1330,611.75,127.57,53.9,105.35,758286,0.315,18429
2025-07-24,1716,2447,1626,1337,617.66,128.62,54.07,105.2,779516,0.327,18684
2025-07-25,1760,2503,1648,1354,619.03,130.02,54.09,104.85,773403,0.326,19238
2025-07-26,1769,2421,1660,1371,613.85,130.22,55.04,104.7,775954,0.324,18909
2025-07-27,1765,2409,1667,1404,607.98,129.51,53.82,104.74,773057,0.32,19015
2025-07-28,1787,2487,1682,1406,601.22,127.61,53.73,104.73,810691,0.331,19049
2025-07-29,1733,2346,1573,1335,604.55,127.04,53.03,104.61,750608,0.309,18459
2025-07-30,1741,2416,1630,1329,610.17,126.55,53.01,104.12,739321,0.307,18434
2025-07-31,1762,2466,1635,1368,618.64,126.95,53.52,104.23,772751,0.325,18983
2025-08-01,1726,2437,1627,1343,622.39,126.79,53.46,104.72,760699,0.322,18586
2025-08-02,1757,2420,1726,1379,627.5,127.87,54.24,104.81,769653,0.328,19046
2025-08-03,1767,2429,1670,1368,624.65,127.37,53.46,104.95,772224,0.328,19030
2025-08-04,1758,2386,1645,1380,619.25,127.55,53.69,105.07,781268,0.329,18952
2025-08-05,1775,2413,1692,1420,622.97,129.21,54.09,105.14,737926,0.313,19109
2025-08-06,1833,2520,1735,1445,624.66,129.83,54.6,105.35,750699,0.319,19791
2025-08-07,1838,2554,1739,1433,624.91,129.96,54.76,105.41,763986,0.325,19665
2025-08-08,1845,2587,1750,1436,626.39,129.43,54.32,105.3,767605,0.327,19780
2025-08-09,1834,2495,1775,1424,627.55,128.88,53.41,105.07,787432,0.336,19943
2025-08-10,1813,2570,1676,1436,633.0,128.06,53.92,104.99,767339,0.33,19648
2025-08-11,1835,2520,1737,1420,638.37,127.63,53.75,105.04,750614,0.326,20141
2025-08-12,1814,2503,1682,1416,640.25,128.76,53.81,104.94,736563,0.321,19839
2025-08-13,1817,2474,1722,1418,643.43,128.7,53.54,104.99,739900,0.324,19968
2025-08-14,1806,2384,1675,1400,645.05,127.28,54.05,105.08,737910,0.324,19979
2025-08-15,1819,2551,1700,1394,642.23,129.62,54.64,105.26,755057,0.33,19890
2025-08-16,1829,2557,1712,1432,644.93,130.18,54.59,105.55,747504,0.328,19978
2025-08-17,1856,2548,1769,1446,637.89,128.67,53.58,105.54,722208,0.313,20256
2025-08-18,1843,2547,1756,1447,642.0,128.33,53.57,105.18,733932,0.32,20178
2025-08-19,1837,2559,1696,1424,635.9,128.65,54.55,105.06,752035,0.325,19975
2025-08-20,1814,2433,1706,1437,636.56,130.88,55.03,105.05,742542,0.321,19923
2025-08-21,1804,2466,1678,1391,632.12,129.7,54.26,104.56,744187,0.32,19569
2025-08-22,1815,2540,1674,1446,634.04,131.04,55.24,104.9,739787,0.319,19727
2025-08-23,1835,2476,1720,1400,633.27,132.86,55.48,104.91,756822,0.326,19945
2025-08-24,1813,2515,1696,1422,625.48,132.22,56.13,104.98,734344,0.312,19447
2025-08-25,1836,2473,1787,1441,626.91,132.0,55.98,105.3,723388,0.308,19798
2025-08-26,1871,2603,1770,1445,623.8,130.88,54.78,105.11,713814,0.303,20236
2025-08-27,1882,2595,1734,1475,627.31,130.77,54.67,105.23,729664,0.311,20310
2025-08-28,1929,2589,1799,1528,626.78,130.86,53.91,105.17,687678,0.293,20641
2025-08-29,1909,2687,1820,1449,628.03,131.77,54.75,105.1,719891,0.307,20501
2025-08-30,1878,2559,1818,1474,623.15,133.19,55.41,104.88,717934,0.304,20174
2025-08-31,1834,2495,1684,1386,620.01,132.38,55.65,105.28,698920,0.295,19709
2025-09-01,1873,2593,1713,1443,617.52,130.12,54.52,105.15,703829,0.296,20042
2025-09-02,1889,2659,1823,1503,620.98,130.22,54.15,105.3,728265,0.308,20194
2025-09-03,1888,2560,1785,1462,628.06,130.69,54.78,104.8,717948,0.307,20353
2025-09-04,1896,2619,1760,1457,623.81,131.11,55.27,105.08,714384,0.303,20368
2025-09-05,1868,2596,1769,1453,628.11,130.82,55.15,105.31,715824,0.306,19985
2025-09-06,1929,2694,1748,1542,617.71,131.07,54.29,105.31,710992,0.299,20563
2025-09-07,1932,2674,1816,1474,611.89,132.99,55.8,105.22,726623,0.302,20246
2025-09-08,1934,2653,1826,1490,607.25,133.51,55.52,105.29,708212,0.292,20479
