date,bdi,bci,bpi,bsi,bunker_fuel,coal_index,indo_coal_index,dxy,seaborne_volume,mti_india,spot_freight_rate
2026-07-02,2650,3673,2470,2087,640.67,130.08,54.26,101.23,658865,0.287,27981
2026-07-03,2717,3743,2542,2114,651.27,130.95,54.56,101.26,670238,0.297,28646
2026-07-04,2717,3743,2537,2132,645.26,130.07,54.68,102.0,645215,0.283,28619
2026-07-05,2717,3782,2580,2119,645.87,129.55,54.43,101.64,660685,0.29,28718
2026-07-06,2797,3885,2643,2180,651.75,130.32,54.79,101.1,666682,0.295,29533
2026-07-07,2875,3992,2722,2253,649.4,130.96,55.08,101.09,658372,0.291,30481
2026-07-08,2871,4001,2710,2247,649.4,130.63,54.8,101.43,658594,0.291,30079
2026-07-09,2910,4016,2718,2251,655.72,130.44,55.23,101.43,661786,0.295,30784
2026-07-10,2944,4083,2759,2314,646.22,129.79,54.03,101.41,671905,0.295,30892
2026-07-11,2944,4053,2775,2313,652.04,131.19,54.85,101.24,667643,0.296,31050
2026-07-12,2944,4072,2749,2289,649.31,129.84,54.5,101.25,647682,0.286,30943
2026-07-13,2960,4081,2793,2314,650.37,132.18,55.02,101.32,649418,0.287,31026
2026-07-14,2980,4115,2798,2330,655.08,131.58,55.21,101.26,665132,0.296,31402
2026-07-15,2929,4060,2748,2288,651.8,130.11,55.14,100.79,676366,0.3,30706
2026-07-16,2840,3895,2680,2209,652.2,131.34,55.17,101.17,644916,0.286,29971
2026-07-17,2752,3861,2594,2139,654.35,130.98,55.08,101.03,668009,0.297,29157
2026-07-18,2752,3768,2581,2146,649.6,132.14,55.12,101.23,668372,0.295,29111
2026-07-19,2752,3761,2604,2161,648.2,133.24,55.78,101.77,688159,0.303,29161
2026-07-20,2671,3721,2495,2090,647.74,130.12,54.54,101.24,671079,0.296,28271
2026-07-21,2715,3770,2561,2113,644.77,132.19,55.42,101.09,679425,0.298,28655
2026-07-22,2725,3779,2570,2135,659.09,132.01,55.83,101.33,677687,0.304,28891
2026-07-23,2743,3804,2574,2105,648.26,132.93,56.0,101.23,655659,0.289,28870
2026-07-24,2743,3785,2583,2153,651.58,132.57,55.35,101.21,685350,0.304,29132
2026-07-25,2743,3758,2560,2119,651.6,131.7,55.39,101.23,680536,0.302,29144
2026-07-26,2743,3788,2592,2135,653.85,132.23,55.69,101.51,684191,0.304,29049
2026-07-27,2664,3656,2501,2064,655.83,131.85,55.72,100.87,719108,0.321,28394
2026-07-28,2632,3661,2466,2037,656.18,133.82,56.68,101.18,659753,0.294,27890
2026-07-29,2673,3684,2528,2099,651.31,132.87,55.5,100.89,698601,0.309,28460
2026-07-30,2732,3745,2558,2125,652.93,134.85,56.39,101.18,679250,0.302,28992
2026-07-31,2732,3761,2547,2135,654.67,132.99,55.48,100.88,685778,0.305,29130
2026-08-01,2732,3783,2545,2130,652.97,132.45,55.56,100.97,683241,0.303,28873
2026-08-02,2732,3753,2577,2137,659.61,131.75,55.47,100.99,680255,0.305,29011
2026-08-03,2843,3899,2653,2218,655.83,131.57,55.56,101.24,679610,0.303,30094
2026-08-04,2936,4059,2786,2275,656.81,131.9,55.38,101.22,689424,0.308,31078
2026-08-05,3063,4234,2848,2401,656.68,133.86,56.13,100.78,671787,0.3,32223
2026-08-06,3057,4203,2899,2379,658.57,134.22,56.42,101.04,695304,0.311,32185
2026-08-07,3089,4249,2907,2391,655.2,132.24,55.29,100.88,684484,0.305,32569
2026-08-08,3089,4270,2902,2404,650.11,134.83,57.26,100.76,678203,0.3,32466
2026-08-09,3089,4219,2895,2427,656.13,133.57,55.62,100.97,685869,0.306,32442
2026-08-10,3083,4212,2904,2415,652.52,134.31,56.47,100.95,703814,0.312,32542
2026-08-11,3046,4182,2863,2372,653.0,135.9,57.69,101.49,686771,0.305,32139
2026-08-12,2939,4049,2779,2288,656.96,135.3,56.83,101.09,696598,0.311,31082
2026-08-13,2844,3934,2675,2214,659.28,134.25,56.33,100.73,686601,0.308,30160
2026-08-14,2863,3995,2693,2258,655.05,133.75,56.07,100.89,702393,0.313,30350
2026-08-15,2863,3977,2686,2238,656.07,132.61,55.64,101.2,702580,0.313,30250
2026-08-16,2863,3946,2690,2238,660.96,134.17,56.76,101.42,715129,0.321,30422
2026-08-17,2878,3971,2710,2257,655.84,134.8,55.95,100.68,695812,0.31,30278
2026-08-18,2815,3855,2620,2199,664.09,134.15,56.8,100.62,705184,0.318,30046
2026-08-19,2776,3830,2589,2162,656.95,135.13,56.33,101.38,700415,0.313,29349
2026-08-20,2791,3843,2635,2175,648.77,135.46,56.81,101.08,713335,0.315,29640
2026-08-21,2841,3930,2673,2215,657.53,135.29,56.69,100.83,694136,0.31,30083
2026-08-22,2841,3896,2668,2216,656.18,134.99,56.87,101.11,709727,0.317,30104
2026-08-23,2841,3936,2671,2225,659.3,135.93,56.61,100.48,701288,0.314,30100
2026-08-24,2882,4023,2714,2249,657.07,136.33,57.4,101.01,703556,0.314,30501
2026-08-25,2926,4035,2742,2291,654.15,134.93,57.28,101.08,706082,0.314,31032
2026-08-26,3056,4229,2861,2383,650.26,137.56,57.37,101.21,708658,0.313,31943
2026-08-27,3107,4308,2924,2424,653.72,136.18,57.25,100.82,705948,0.314,32797
2026-08-28,3186,4385,2980,2461,651.37,136.43,57.1,101.05,710236,0.315,33473
2026-08-29,3186,4397,2995,2485,629.0,139.75,58.7,99.16,710236,0.304,33096
